sample_id,init_n_TM,init_r_TM,init_q_TM,init_p_TM,init_I_TM,init_S_TM,init_monovalent,init_divalent,init_trivalent,initial_na,phase_change,init_state_O_-2,init_state_Na_1,init_state_O_-1,final_charge,final_n_TM,final_r_TM,final_q_TM,final_p_TM,final_I_TM,final_S_TM,final_na,final_state_O_-2,final_state_Na_1,final_state_O_-1
97,1.0,57.09,3.33,0.059627187399051075,59.4667329,1.562387412288479,0.0,0.07,0.0,0.67,0,2.0,0.67,0.0,0.0,1.0,54.31,3.76,0.07088504466330174,69.9646061,1.2282824786406246,0.24,2.0,0.24,0.0
98,1.0,54.725,3.33,0.061096595351906244,59.146,1.3602385097804959,0.0,0.0,0.0,0.67,1,2.0,0.67,0.0,-2.220446049250313e-16,1.0,53.5,3.75,0.07024013722126929,69.8075,1.0397207708399179,0.14,1.8900000000000001,0.14,0.10999999999999999
99,1.0,55.349999999999994,3.25,0.058991574824365976,58.484,1.35778649882815,0.0,0.0,0.0,0.75,1,2.0,0.75,0.0,-1.1102230246251565e-16,1.0,53.599999999999994,3.6,0.06730322088812654,65.904,0.9502705392332347,0.3,1.9000000000000001,0.3,0.09999999999999992
100,1.02,58.48039215686275,3.15,0.056801741259459644,66.28241649,1.319611847626227,0.17,0.0,0.0,0.85,0,2.0,0.85,0.0,1.6653345369377348e-16,1.02,55.80392156862745,3.57,0.06803872889771598,75.17381649,0.9145924359461876,0.4,1.97,0.4,0.029999999999999943
101,1.0,56.07,3.4,0.06296709397851404,68.04031067,0.8927024334311449,0.11,0.0,0.0,0.6,0,2.0,0.6,0.0,-2.498001805406602e-16,1.0,56.07,3.4,0.06296709397851404,68.04031067,0.8927024334311449,0.05,1.4500000000000002,0.05,0.5499999999999999
102,0.9199999999999999,55.0,3.2199999999999998,0.05893496142764197,57.7185,1.0332541893966514,0.0,0.0,0.0,0.78,0,2.0,0.78,0.0,5.551115123125783e-17,0.9199999999999999,51.75,3.6799999999999997,0.07124213836477987,67.45669999999998,0.5940594132732308,0.1,1.7799999999999998,0.1,0.22000000000000017
103,1.0,58.35000000000001,3.3299999999999996,0.05944599772185978,64.19068999999999,1.150522499385489,0.0,0.2,0.0,0.67,1,2.0,0.67,0.0,2.220446049250313e-16,1.0,57.00000000000001,3.6,0.06585783897104652,69.91469,0.639031859650177,0.0,1.6,0.0,0.3999999999999998
104,1.0,60.605,3.33,0.057943260118831656,79.2825939,1.0277441169206403,0.0,0.3333333333333333,0.0,0.67,1,2.0,0.67,0.0,0.0,1.0,60.58333333333333,3.333333333333333,0.058014392062419505,79.46936666666667,1.0114042647073516,0.0,1.3333333333333333,0.0,0.6666666666666667
105,1.0,58.266666666666666,3.33,0.058785523136422345,58.61913666666667,1.429415546216472,0.0,0.08333333333333333,0.0,0.67,1,2.0,0.67,0.0,-1.6653345369377348e-16,1.0,54.75,3.8333333333333335,0.07184071838874583,75.08010833333333,1.198849312913621,0.13,1.9633333333333334,0.13,0.03666666666666671
106,1.0,57.18333333333333,3.33,0.05901859324994139,58.11886166666666,1.3319220036479296,0.0,0.0,0.0,0.67,1,2.0,0.67,0.0,-5.551115123125783e-17,1.0,53.77333333333333,3.82,0.07257948800472033,68.48766166666667,1.0673856472854093,0.18,2.0,0.18,0.0
107,1.0,55.349999999999994,3.33,0.06050127166262494,59.43933333333332,1.0985789547791986,0.0,0.0,0.0,0.67,1,2.0,0.67,0.0,0.0,1.0,53.66666666666666,3.6666666666666665,0.06849628359062321,66.57666666666665,0.6365141682948128,0.0,1.6666666666666665,0.0,0.3333333333333335
108,1.0033333333333332,56.30564784053157,3.33,0.05974140800110172,58.60375033333332,1.307655166422357,0.0,0.0,0.0,0.67,0,2.0,0.67,0.0,1.1102230246251565e-16,1.0033333333333332,54.41196013289037,3.6799999999999997,0.06781225635428036,69.50693333333334,0.9168703888696264,0.06,1.7399999999999998,0.06,0.2600000000000002
109,1.0,57.77,3.1500000000000004,0.05676414115966559,63.225811639999996,1.3082870524629708,0.12,0.0,0.0,0.85,0,2.0,0.85,0.0,-2.220446049250313e-16,1.0,54.660000000000004,3.64,0.06972360145647137,73.60061164,0.861779918537261,0.35,1.9900000000000002,0.35,0.009999999999999898
110,1.0,56.580000000000005,3.2199999999999998,0.05718829789560586,56.587356,1.1180553814719711,0.0,0.0,0.0,0.78,0,2.0,0.78,0.0,-6.938893903907228e-17,1.0,54.68,3.6,0.06621237076483162,64.643356,0.9739640509093145,0.4,2.0,0.4,0.0
111,1.0,56.95000000000001,3.3299999999999996,0.05982308445548523,63.58935999999999,1.1912974899626874,0.0,0.1,0.0,0.67,0,2.0,0.67,0.0,1.1102230246251565e-16,1.0,55.10000000000001,3.7,0.06860968172288927,71.43336,0.639031859650177,0.0,1.7000000000000002,0.0,0.29999999999999977
112,0.99,54.88383838383839,3.4000000000000004,0.06230332049759688,68.196164,1.2768409449696239,0.0,0.0,0.11,0.6,1,2.0,0.6,0.0,1.1102230246251565e-16,0.99,51.94444444444445,3.85,0.07431287838711574,77.72296399999999,0.8501485346441193,0.0,1.85,0.0,0.14999999999999986
113,0.99,54.77272727272727,3.4000000000000004,0.06241046335473974,68.195064,1.429333324692812,0.0,0.0,0.11,0.6,1,2.0,0.6,0.0,-1.1102230246251565e-16,0.99,52.72222222222223,3.74,0.07114621172044908,75.396464,1.0026409143673074,0.0,1.7400000000000002,0.0,0.25999999999999984
114,0.99,54.661616161616166,3.4000000000000004,0.0625176062118826,68.193964,1.2768409449696239,0.0,0.0,0.11,0.6,0,2.0,0.6,0.0,2.220446049250313e-16,0.99,53.50000000000001,3.6300000000000003,0.0679795450537824,73.069964,0.8501485346441193,0.2,1.83,0.2,0.16999999999999982
115,1.0,57.388888888888886,3.0,0.05321980261942339,57.62484444444445,1.5229550675313184,0.0,0.1111111111111111,0.0,1.0,0,2.0,1.0,0.0,-1.1102230246251565e-16,1.0,54.37166666666666,3.53,0.06685833776769096,69.44896666666666,1.50063081129807,0.47,2.0,0.47,0.0
t1,1.0,62.33833333333333,3.33,0.054939892884547314,55.250679999999996,0.6551813464130953,0.0,0.0,0.0,0.67,1,2.0,0.67,0.0,-1.1102230246251565e-16,1.0,60.27499999999999,3.65,0.06176551361390459,73.08819283333334,1.0977786077648661,0.35,2.0,0.35,0.0
t2,1.03,56.650485436893206,3.38,0.06069570606705604,63.4860237,1.450873164613858,0.0,0.07,0.0,0.62,0,2.0,0.62,0.0,-2.7755575615628914e-17,1.03,53.66990291262137,3.88,0.0737122116282916,74.07462369999999,1.094600450033791,0.12,2.0,0.12,0.0
t3,1.0,58.44527777777778,3.33,0.061163221156793963,74.06140156666665,0.703799178393868,0.2222222222222222,0.0,0.0,0.67,0,2.0,0.67,0.0,-2.220446049250313e-16,1.0,58.423611111111114,3.3333333333333335,0.06123435310038181,74.24817433333332,0.6921837879035097,0.16,1.4933333333333336,0.16,0.5066666666666665
t4,1.0,58.12777777777778,3.33,0.061545027717852425,73.05713266666666,0.5512072727957598,0.2222222222222222,0.0,0.0,0.67,1,2.0,0.67,0.0,2.498001805406602e-16,1.0,58.111111111111114,3.3333333333333335,0.061624186251793,73.12779933333333,0.5297061990576545,0.22,1.5533333333333332,0.22,0.44666666666666666
t5,1.0,57.099999999999994,3.33,0.06160260125761031,69.3543495,0.8885492724462389,0.16666666666666666,0.0,0.0,0.67,1,2.0,0.67,0.0,-2.498001805406602e-16,1.0,56.83333333333333,3.5,0.06508606421714663,74.13001616666666,0.8675632284814612,0.19,1.69,0.19,0.31000000000000016
t6,1.0,55.18333333333333,3.33,0.06066807733401777,58.226,1.0985789547791986,0.0,0.0,0.0,0.67,1,2.0,0.67,0.0,-8.326672684688674e-17,1.0,53.31499999999999,3.79,0.0711822745369569,68.84503333333333,0.8561660618558339,0.21,2.0,0.21,0.0
